Aeschylus|Prometheus Bound|More leisure than I wish is mine.
Adam Smith|NULL|Society and conversation... are the most powerful remedies for restoring the mind to its tranquility...
Lee Smolin|The Trouble With Physics|The most cherished goal in physics, as in bad romance novels, is unification.
Lee Smolin|The Trouble With Physics|To be fair, we have made two experimental discoveries in the past few decades: that neutrinos have mass and that the universe is dominated by a mysterious dark energy that seems to be accelerating its expansion.
Lee Smolin|The Trouble With Physics|On the other hand, if string theorists are wrong, they can't be just a little wrong. If the new dimensions and symmetries do not exist, then we will count string theorists among science's greatest failures, like those who continued to work on Ptolemaic epicycles while Kepler and Galileo forged ahead. Theirs will be a cautionary tale of how not to do science, how not to let theoretical conjecture get so far beyond the limits of what can rationally be argued that one starts engaging in fantasy.
Lee Smolin|The Trouble With Physics|Some people need to think through everything very carefully, and this takes time, as they get easily confused. It's not hard to feel superior to such people, until you remember that Einstein was one of them.
Lee Smolin|The Trouble With Physics|What is remarkable to me is the number of distinguished scientists who seem unable to accept the possibility either that string theory or the hypothesis of a random multiverse is wrong.
Lee Smolin|The Trouble With Physics|...it is not good for any field if any one person's views are taken too authoritatively. There is no scientist, not even Newton or Einstein, who was not wrong on a substantial number of issues they had strong views about.
Lee Smolin|The Trouble With Physics|If your ideas are right and you fight for them, you'll accomplish something... No one but you can develop your ideas, and no one but you will fight for them.
Lee Smolin|The Trouble With Physics|But what is equally important, and sobering, is how often we fool ourselves. And we fool ourselves not only individually but en masse. The tendency of a group of human beings to quickly come to believe something that its individual members will later see as obviously false is truly amazing.
Lee Smolin|The Trouble With Physics|Feyerabend insisted that scientists should never agree, unless they are forced to.
Lee Smolin|The Trouble With Physics|If a highly disciplined subject like physics is vulnerable to the symptoms of groupthink, what may be happening in other, less rigorous areas?
Lee Smolin|The Trouble With Physics|[String theorists] seem to feel that appeal to consensus within their community is equivalent to rational argument.
Lee Smolin|The Trouble With Physics|Good ideas are not taken seriously enough when they come from people of low status in the academic world; conversely, the ideas of high-status people are often taken too seriously.
Tobias Smollett|The Expedition of Humphry Clinker|I have got into a family of originals, whom I may one day attempt to describe for your amusement.
Tobias Smollett|The Expedition of Humphry Clinker|...and as to the few letters that passed between us, they are all in my uncle's hands, and I hope they contain nothing contrary to innocence and honour.
Tobias Smollett|The Expedition of Humphry Clinker|I vow to God your impertinence is exceedingly provoking.
Tobias Smollett|The Expedition of Humphry Clinker|...began to practise upon the French horn; and, being in the very first rudiments of execution, produced such discordant sounds, as might have discomposed the organs of an ass.
Tobias Smollett|The Expedition of Humphry Clinker|...and let me tell you, it is no small alleviation of my grievances, that I have a sensible friend, to whom I can communicate my crusty humours, which, by retention, would grow intolerably acrimonious.
Tobias Smollett|The Expedition of Humphry Clinker|...and I am persuaded it produces infinite mischief to the delicate and infirm.
Tobias Smollett|The Expedition of Humphry Clinker|Some cried, some swore, and the tropes and figures of Billingsgate were used without reserve in all their native zest and flavour; nor were those flowers of rhetoric unattended with significant gesticulations.
Socrates|NULL|Now is the time that we were going, I to die and you to live; but which of us has the happier prospect is unknown to anyone but God.
Sophocles|King Oedipus|Let all come out, however vile!
Sophocles|Oedipus at Colonus|Time is awake. The wheel is turning.
Emile Souvestre|An Attic Philosopher In Paris|Getting the coffee ready is the most delicate and attractive of domestic operations to one who lives alone; it is the masterpiece of a bachelor's housekeeping.
Emile Souvestre|An Attic Philosopher In Paris|Is it really certain that happiness is the prize of brilliant successes, rather than of a wisely accepted poverty? Ah, if men but knew in what a small dwelling joy can live, and how little it costs to furnish it!
W. B. Stanford|The Sound of Greek|He calls it [some uses of the Greek letter sigma] "a graceless disagreeable letter which gives great pain when used in excess, for its hissing seems more akin to that of a brute beast than to that of a rational being."
Steele and Addison|The Spectator|At length the audience grew tired of understanding [only] half the opera; and therefore to ease themselves entirely of the fatigue of thinking...
Steele and Addison|The Spectator|...and old age, instead of introducing melancholy Prospects of Decay...
Steele and Addison|The Spectator|...whom I earnestly implore to accommodate me with a method how to settle my head and cool my brain-pan...
Stendhal|Le rouge et le noir|Le maire de Verrières devait une réputation d'esprit et surtout de bon ton à une demi-douzaine de plaisanteries dont il avait hérité d'un oncle.
Stendhal|Le rouge et le noir|Son éducation fut faite par la douleur.
Stendhal|Le rouge et le noir|Cette demoiselle, grande Franc-Comtoise, fort bien faite, et mise comme il le faut pour faire valoir un café...
Stendhal|Le rouge et le noir|Le bonheur, pour ces seminaristes comme pour les héros des romans de Voltaire, consiste surtout à bien dîner.
Laurence Sterne|A Sentimental Journey|Now where would be the harm, said I to myself, if I was to beg of this distressed lady to accept of half of my chaise? and what mighty mischief could ensue?
Laurence Sterne|A Sentimental Journey|...there thou mayest solace thy soul in converse sweet...
Laurence Sterne|A Sentimental Journey|Hail ye sweet courtesies of life, for smooth do ye make the road of it!
Laurence Sterne|A Sentimental Journey|Tis going, I own, like the Knight of the Woeful Countenance, in quest of melancholy adventures.
Laurence Sterne|A Sentimental Journey|The old officer was reading attentively a small pamphlet, it might be the book of the opera, with a large pair of spectacles. As soon as I sat down, he took his spectacles off, and putting them into a shagreen case, return'd them and the book into his pocket altogether. I half rose up, and made him a bow. Translate this into any civilized language in the world, the sense is this: "Here's a poor stranger come in to the box; he seems as if he knew no body; and is never likely, was he to be seven years in Paris, if every man he comes near keeps his spectacles upon his nose - 'tis shutting the door of conversation absolutely, in his face - and using him worse than a German."
Laurence Sterne|NULL|Le tombeau d'un ami.
Suetonius|Lives of the Caesars|So much for Caligula as emperor; we must now tell of his career as a monster.
Nassim Taleb|NULL|For Yevgenia Krasnova, a person could love one book, at most a few - beyond this was a form of promiscuity.
Nassim Taleb|NULL|Our problem is not just that we do not know the future, we do not know much of the past either.
Nassim Taleb|NULL|The idea that in order to make a decision you need to focus on the consequences (which you can know) rather than the probability (which you can't know) is the central idea of uncertainty. Much of my life is based on it.
Nassim Taleb|NULL|One frequent confusion: people believe that I am suggesting that agents should bet on Black Swans taking place, when I am saying they should avoid blowing up should a Black Swan take place.
Nassim Taleb|NULL|People do not realize that success consists mainly in avoiding losses, not in trying to derive profits.
Nassim Taleb|NULL|Do not confuse the absence of volatility with the absence of risk.
James Tate|NULL|Even the abandoned husk of a person can sometimes perform useful tasks and enjoy mildly good times...
Paul Theroux|The Tao of Travel|The whole point of travelling is to arrive alone, like a spectre, in a strange country at nightfall, not in the brightly lit capital but by the back door, in the wooded countryside, hundreds of miles from the metropolis... Arriving in the hinterland with only the vaguest plans is a liberating event. It can be a solemn occasion for discovery, or more like an irresponsible and random haunting of another planet.
H. D. Thoreau|Walden|For many years I was self-appointed inspector of snow storms and rain storms, and did my duty faithfully.
H. D. Thoreau|Walden|But lo! men have become the tools of their tools.
H. D. Thoreau|Walden|Even in our New England towns the accidental possession of wealth, and its manifestations in dress and equipage alone, obtain for the possessor almost universal respect.
H. D. Thoreau|Walden|A lady once offered me a mat, but as I had no room to spare within the house, nor time to spare within or without to shake it, I declined it, preferring to wipe my feet on the sod before my door. It is best to avoid the beginnings of evil.
H. D. Thoreau|Walden|Time is but the stream I go a-fishin in.
H. D. Thoreau|Walden|I find it wholesome to be alone the greater part of the time. To be in company, even with the best, is soon wearisome and dissipating. I love to be alone. I never found the companion so companionable as solitude.
H. D. Thoreau|Walden|Give me the poverty that enjoys true wealth.
H. D. Thoreau|Walden|A farmer, a hunter, a soldier, a reporter, even a philosopher, may be daunted; but nothing can deter a poet, for he is actuated by pure love. Who can predict his comings and goings?
H. D. Thoreau|Walden|As if you could kill time without injuring eternity.
H. D. Thoreau|Walden|Our lives are frittered away in detail... Simplify, simplify.
H. D. Thoreau|NULL|No man is rich enough to keep a poet in his pay.
Paul Tillich|NULL|By its nature, the metropolis provides what otherwise could be given only by traveling; namely, the strange.
Leo Tolstoy|Anna Karenina|And so the liberal tendency became a habit with Stepan Arkadyich, and he liked his newspaper, as he liked his cigar after dinner, for the slight haze it produced in his head.
Leo Tolstoy|Anna Karenina|The conversation never flagged for a minute, so that the old princess, who, in case a topic was lacking, always kept two heavy cannon in reserve - classical versus modern education, and general military conscription - did not have to move them up...
Leo Tolstoy|Anna Karenina|...but Vronsky went on looking at him as at a lamppost, and the young man grimaced, feeling that he was losing his self-possession under the pressure of this non-recognition of himself as a human being.
Leo Tolstoy|Anna Karenina|It showed him the eternal error people make in imagining that happiness is the realization of desires.
Leo Tolstoy|Anna Karenina|There are no conditions to which a person cannot grow accustomed, especially if he sees that everyone around him lives in the same way.
Leo Tolstoy|Hadji Murad|All this was as it should be, because the welfare and happiness of the whole world depended on him, and wearied though he was, he would still not refuse the universe his assistance.
Leo Tolstoy|The Kreutzer Sonata|...the nakedness of woman already tormented me. The hours I spent alone were not pure ones.
Leo Tolstoy|The Kreutzer Sonata|It's really quite remarkable how complete the illusion is that beauty is the same as goodness.
Leo Tolstoy|The Kreutzer Sonata|A honeymoon is an embarrassing, shameful, loathsome, pathetic business, and most of all it is tedious, unbearably tedious! It is something similar to what I experienced when I was learning how to smoke. I felt like vomiting, my saliva flowed, but I swallowed it and pretended I was enjoying myself.
Leo Tolstoy|The Kreutzer Sonata|In town a man can live for a hundred years and never notice that he's long dead and buried. There's never any time to study your conscience; you're busy all the time.
Leo Tolstoy|War and Peace|Unhappiness arises not from privation but from superfluity.
Leo Tolstoy|War and Peace|But despite the fact that the doctors treated him, bled him, and gave him medicines to drink, he recovered.
Leo Tolstoy|War and Peace|Here Prince Hippolyte paused, evidently collecting his ideas with some difficulty.
Leo Tolstoy|War and Peace|Silence ensued.
Leo Tolstoy|War and Peace|Count Rostov was displeased to see that the company consisted almost entirely of men and women known for the freedom of their conduct.
Anthony Trollope|The Small House at Allington|"Johnny Eames has come across Crosbie, and given him a desperate beating." "No," said Lady Julia, putting down her newspaper and spectacles, and expressing by the light of her eyes anything but Christian horror at the wickedness of the deed.
Chögyam Trungpa|Cutting Through Spiritual Materialism|Eventually we must give up trying to be something special.
Chögyam Trungpa|Cutting Through Spiritual Materialism|In fact, the higher we go, the more we come down to earth.
Chögyam Trungpa|Cutting Through Spiritual Materialism|Let people look at you and examine you. You are at their disposal.
Chögyam Trungpa|NULL|The attainment of enlightenment from ego's point of view is extreme death, the death of self, the death of me and mine, the death of the watcher. It is the ultimate and final disappointment. Treading the spiritual path is painful. It is a constant unmasking, peeling off layer after layer of masks. It involves insult after insult.
Chögyam Trungpa|NULL|Chaos should be regarded as extremely good news.
Chögyam Trungpa|NULL|The real function of a spiritual friend is to insult you.
Gore Vidal|Myra Breckenridge|No man will ever possess Myra Breckinridge, though she will possess men, in her own good time and in ways convenient to her tyrannous lust.
Alfred de Vigny|Derniere nuit de travail|...Il ne lui faut que deux choses: la vie et la rêverie; le em(pain) et le em(temps).
Alfred de Vigny|Le journal d'un poète|La Gloire. J'ai cru longtemps en elle; mais, réfléchissant que l'auteur de Laocoön est inconnu, j'ai vu sa vanité.
Alfred de Vigny|Le journal d'un poète|L'homme d'action n'est qu'un penseur manqué.
Alfred de Vigny|Le journal d'un poète|Il est bon et salutaire de n'avoir aucune espérance.
Alfred de Vigny|Le journal d'un poète|Les illusions sont le pain de sots. L'homme fort ne les prend que comme des liqueurs fortes lorsqu'il sent le besoin de s'enivrer. Remède contre l'ennui.
Alfred de Vigny|Le journal d'un poète|Je me laissais dévorer par le vautour intérieur.
Alfred de Vigny|Le journal d'un poète|Plus je vois, plus je m'aperçois que la seule chose essentielle, pour les hommes, c'est de tuer le temps. Dans cette vie dont nous chantons la brièveté sur tous les tons, notre plus grand ennemi, c'est le temps, dont nous avons toujours trop.
Alfred de Vigny|Le journal d'un poète|L'homme, créature inachevée, tient encore du singe et du chien.
Auguste de Villiers de L'Isle-Adam|Deux augures|Le public ne lit pas un journal pour penser ou réfléchir, que diable! On lit comme on mange.
Auguste de Villiers de L'Isle-Adam|Deux augures|Je ne veux, derrière moi, que le néant.
Auguste de Villiers de L'Isle-Adam|L'affichage céleste|Ne serait-ce pas de quoi étonner la Grande Ourse elle-même si, soudainement, surgissait entre ses pattes sublimes, cette annonce inquietante: "Faut-il des corsets, oui ou non?"
Auguste de Villiers de L'Isle-Adam|L'intersigne|Pour conclure, me dit Maucombe en se levant, nous sommes ici pour témoigner, — par nos oeuvres, nos pensées, nos paroles et notre lutte contre la Nature, — pour témoigner si em(nous pesons le poids). Et il termina par une citation de Joseph de Maistre: «Entre l'Homme et Dieu, il n'y a que l'Orgueil.»
Auguste de Villiers de L'Isle-Adam|La convive des dernières fêtes|Lorsque Stendhal voulait écrire une histoire d'amour un peu sentimentale, il avait coutume, on le sait, de relire d'abord une demi-douzaine de pages du Code pénal pour, - disait-il, - se donner le ton.
Auguste de Villiers de L'Isle-Adam|Le désir d'être un homme|...le vieil abîme des cieux...
Geoffrey Wall|Flaubert: A Life|Flaubert's friends were often obliged to stretch their sense of the comic beyond its comfortable limits.
Weber|Mémoires|...[les conseils officieux] nous informèrent aussi que la guillotine avait été déclarée permanente sur la place du Carrousel; que cette place venait d'être nommée place de l'Egalité [août 1792].
Alfred North Whitehead|Introduction to Mathematics|Civilization advances by extending the number of important operations which we can perform without thinking about them.
Walt Whitman|Song of Myself|I and this mystery here we stand.
Walt Whitman|Song of Myself|I bequeath myself to the dirt to grow from the grass I love,^NL^If you want me again look for me under your boot-soles.
Walt Whitman|Song of Myself|If you would understand me go to the heights or water-shore,^NL^The nearest gnat is an explanation...
Walt Whitman|Song of Myself|And I or you pocketless of a dime may purchase the pick of the earth, and to glance with an eye or show a bean in its pod confounds the learning of all times, and there is no trade or employment but the young man following it may become a hero, and there is no object so soft but it makes a hub for the wheel'd universe, and I say to any man or woman, let your soul stand cool and composed before a million universes.
Oscar Wilde|NULL|Consistency is the last refuge of the unimaginative.
Oscar Wilde|NULL|...facts are either kept in their proper subordinate position, or else entirely excluded on the general ground of dullness.
Oscar Wilde|NULL|Many a young man starts in life with a natural gift for exaggeration which, if nurtured in congenial and sympathetic surroundings, or by the imitation of the best models, might grow into something really great and wonderful. But, as a rule, he comes to nothing. He either falls into careless habits of accuracy..., or takes to frequenting the society of the aged and well-informed.
Donna Williams|Nobody Nowhere|I had multiple fractures of the soul.
Donna Williams|Nobody Nowhere|I stopped at a bus stop, happy to be alone in a quiet place; a nobody nowhere.
R. M. Wilson|Ripley Bogle|I can wheel and circle without restraint...and I can breathe unlimited by wall and roof.
R. M. Wilson|Ripley Bogle|I am forced to admit that over the past couple of days I have not held the banner of Veracity and Rectitude as steadily as I might have done.
R. M. Wilson|Ripley Bogle|In real life I'd soon be graced with a headhole that was, strictly speaking, surplus to my cranial requirements.
R. M. Wilson|Ripley Bogle|She smiles in her turn, her eyes adorned with the indifference of beauty.
R. M. Wilson|Ripley Bogle|This was fortunate as my darling mother had vowed to boil my head if I got into more trouble and she wasn't one for hyperbole.
R. M. Wilson|Ripley Bogle|Perhaps that's why my style is so florid, so rotund, so fucking courtly.
R. M. Wilson|Ripley Bogle|Things looked black indeed for young Bogle until the fellow that they had been assaulting rose to his feet and began to lend me assistance in the most vigorous fashion, employing the cricket bat he had been carrying with great elan and native dexterity.
R. M. Wilson|Ripley Bogle|My hair is winning few prizes but it's vaguely presentable, in half light, with a paper bag over my head.
R. M. Wilson|Ripley Bogle|I'm glad to see that the twin tides of wit and discernment have not entirely ebbed from South London.
P. G. Wodehouse|Carry On, Jeeves|If you fail, I shall know that your Aunt Agatha was right when she called you a spineless invertebrate and advised me strongly not to marry you.
P. G. Wodehouse|Carry On, Jeeves|He was a ferret-faced kid, whom I had disliked since birth.
P. G. Wodehouse|Carry On, Jeeves|I am open to correction, sir...
P. G. Wodehouse|Carry On, Jeeves|I shall naturally order my behaviour according to the accepted rules of civilized intercourse.
P. G. Wodehouse|Carry On, Jeeves|...the climatic conditions are congenial.
P. G. Wodehouse|Carry On, Jeeves|Lay out our gent's medium-smart raiment, suitable for Bohemian revels.
P. G. Wodehouse|Carry On, Jeeves|Mrs. Pringle's aspect was that of one who had had bad news round about the year 1900 and never really got over it.
P. G. Wodehouse|Carry On, Jeeves|I was walking back along the shore,... when I saw the fat child meditatively smacking a jelly-fish with a spade.
P. G. Wodehouse|Carry On, Jeeves|"Yes, sir," said Jeeves, in a low, cold voice, as if he had been bitten in the leg by a personal friend.
P. G. Wodehouse|Carry On, Jeeves|Nobody has a greater respect than I have for your judgement in socks, in ties, and - I will go farther - in spats; but when it comes to evening shirts your nerve seems to fail you. You have no vision. You are prejudicial and reactionary. Hidebound is the word that suggests itself.
P. G. Wodehouse|Carry On, Jeeves|You may say what you want against Bingo, but nobody has ever found him a depressing host. Why, many a time in the days of his bachelorhood I've known him to start throwing bread before the soup course.
Marguerite Yourcenar|How Wang Fo Was Saved|After the wedding, Ling's parents became discreet to the point of dying...
Stefan Zweig|Moonbeam Alley|Her dress was disorderly, her voice husky from too much smoking and beer-drinking. Here indubitably was a fellow-mortal who was weary unto death, and who only continued living out of long-established habit.
Stefan Zweig|Transfiguration|There was something saucy in this ostentation. Was she a confirmed flirt? Was she stirred by a surplus of animal passion? I drew a step nearer, for I had been infected by her sauciness.
ZzzUnknown|Bhagavad Gita|Then his soul is like a lamp whose light is steady, for it burns in a shelter where no wind comes.
ZzzUnknown|Bhagavad Gita|Of prayers I am the prayer of silence; and of things that move not I am the Himalayas.
ZzzUnknown|Bhagavad Gita|For there is no man on earth who can fully renounce living work, but he who renounces the em(reward) of his work is in truth a man of renunciation.
ZzzUnknown|Dhammapada|Do not what is evil. Do what is good. Keep your mind pure. That is the teaching of Buddha.
ZzzUnknown|Gilgamesh|Abandon all possessions and look for life, despise worldly goods and save your soul alive.
ZzzUnknown|Gilgamesh|The dream was marvelous but the terror was great; we must treasure the dream whatever the terror.
ZzzUnknown|King James Bible|...of making books there is no end; and much study is a weariness of the flesh.
ZzzUnknown|King James Bible|Awake, ye drunkards, and weep: and howl, all ye drinkers of wine, because of the new wine; for it is cut off from your mouth.
ZzzUnknown|King James Bible|Because ye have taken my silver and gold, and have carried into your temples my goodly pleasant things.
ZzzUnknown|King James Bible|...for them that honour me I will honour, and they that despise me shall be lightly esteemed.
ZzzUnknown|King James Bible|Now will I shortly pour out my fury upon thee, and accomplish mine anger upon thee: and I will judge thee according to thy ways, and will recompense thee for all thine abominations.
ZzzUnknown|King James Bible|...and ye shall know that I am the Lord that smiteth.
ZzzUnknown|King James Bible|Destruction cometh; and they shall seek peace, and there shall be none.
ZzzUnknown|King James Bible|And now she is planted in the wilderness, in a dry and thirsty ground.
ZzzUnknown|King James Bible|...because the daughters of Zion are haughty, and walk with stretched forth necks and wanton eyes, walking and mincing as they go, and making a tinkling with their feet.
ZzzUnknown|King James Bible|And it shall come to pass, that instead of sweet smell there shall be stink...
ZzzUnknown|King James Bible|Which doeth great things past finding out; yea, and wonders without number.
ZzzUnknown|King James Bible|How long will ye vex my soul, and break me in pieces with words?
ZzzUnknown|King James Bible|Suffer me that I may speak; and after that I have spoken, mock on.
ZzzUnknown|King James Bible|Is not thy wickedness great? And thine iniquities infinite?
ZzzUnknown|King James Bible|The words of Job are ended.
ZzzUnknown|King James Bible|If now thou hast understanding, hear this: hearken to the voice of my words.
ZzzUnknown|King James Bible|When the morning stars sang together, and all the sons of God shouted for joy?
ZzzUnknown|King James Bible|Hast thou entered into the treasures of the snow?
ZzzUnknown|King James Bible|So Job died, being old and full of days.
ZzzUnknown|King James Bible|Hear, for I will speak of excellent things.
ZzzUnknown|King James Bible|A soft answer turneth away wrath: but grievous words stir up anger.
ZzzUnknown|King James Bible|Pleasant words are as an honeycomb, sweet to the soul, and health to the bones.
ZzzUnknown|King James Bible|As a dog returneth to his vomit, so a fool returneth to his folly.
ZzzUnknown|King James Bible|When he speaketh fair, believe him not: for there are seven abominations in his heart.
ZzzUnknown|King James Bible|But he turned, and said unto Peter, "Get thee behind me, Satan: thou art an offence unto me: for thou savourest not the things that be of God, but those that be of men."
ZzzUnknown|King James Bible|I will open my mouth in parables; I will utter things kept secret since the world was made.
ZzzUnknown|Mahabharata|Day after day and hour after hour, people die and corpses are carried along, yet the onlookers never realise that they are also to die one day, but think they will live forever. This is the greatest wonder of the world.
ZzzUnknown|Mémoires sur les prisons|A la place du supplice, elle [Mme. Roland] s'inclina devant la statue de liberté, et prononça ces paroles mémorables: "O liberté, que de crimes on commet en ton nom!"
ZzzUnknown|Mémoires sur les prisons|Cette époque, qui offre l'exemple de tous les crimes, offre aussi quelquefois celui de la vertu sublime.
ZzzUnknown|Mémoires sur les prisons|Au moment d'aller au supplice, on arracha, du sein d'une de ces infortunées, un enfant qu'elle nourrissait, et qui, au moment même, s'abreuvait d'un lait dont le bourreau allait tarir la source. O cris de la douleur maternelle, que vous fûtes aigus! mais vous fûtes sans effet! Quelque femmes sont mortes dans la charrette, et on a guillotiné des cadavres.
ZzzUnknown|Upanishads|And in dreams the mind beholds its own immensity. What has been seen is seen again, and what has been heard is heard again. What has been felt in different places or faraway regions returns to the mind again. Seen and unseen, heard and unheard, felt and not felt, the mind sees all, since the mind is all.
ZzzUnknown|Upanishads|A man who knows this is not moved by grief or exultation on account of the evil or good he has done. He goes beyond both. What is done or left undone grieves him not.
ZzzUnknown|Upanishads|The earth seems to rest in silent meditation; and the waters and the mountains and the sky and the heavens seem all to be in meditation.
ZzzUnknown|Upanishads|All beings are born in delusion, the delusion of division which comes from desire and hate.
ZzzUnknown|Upanishads|Let him not ponder on many words, for many words are weariness.
